"Tax preparers accused of fraud, ID theft in $15 million scam - Atlanta Journal Constitution" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNF9yAKxvgvo3t-wvt9n80v3KVkoSg&url=http://www.ajc.com/news/news/crime-law/tax-preparers-accused-of-fraud-id-theft-in-15-mill/nWgnc/" "" "tag:news.google.com,2005:cluster=http://www.ajc.com/news/news/crime-law/tax-preparers-accused-of-fraud-id-theft-in-15-mill/nWgnc/" 
"Identity theft victim struggles to renew his license - WALB-TV" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFei7DU9xf6nwm_Tx9NrdjkQu0XEg&url=http://www.walb.com/story/21417721/identity-theft-victim-struggles-to-renew-his-license" "" "tag:news.google.com,2005:cluster=http://www.walb.com/story/21417721/identity-theft-victim-struggles-to-renew-his-license" 
"Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEWtdXQ7nomBKAZmVuCJmBJfglxSw&url=http://www.nola.com/business/index.ssf/2013/03/i.html" "" "tag:news.google.com,2005:cluster=http://www.nola.com/business/index.ssf/2013/03/i.html" 
"Police: 2 more arrests in ID theft scheme - Newsday (subscription)" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEUSttoaR2X_Rq7AYEQF6O4j_nF-w&url=http://www.newsday.com/long-island/nassau/police-2-more-arrests-in-id-theft-scheme-1.4775730" "" "tag:news.google.com,2005:cluster=http://www.newsday.com/long-island/nassau/police-2-more-arrests-in-id-theft-scheme-1.4775730" 
"Office manager of Cortland car lot arrested for identity theft - WREX-TV" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGtSUY1GFotCg9cNvJReFzuPvk1Lg&url=http://www.wrex.com/story/21435732/2013/03/01/office-manager-of-cortland-car-lot-arrested-for-identity-theft" "" "tag:news.google.com,2005:cluster=http://www.wrex.com/story/21435732/2013/03/01/office-manager-of-cortland-car-lot-arrested-for-identity-theft" 
"Have You Ever Been a Victim of Identity Theft? - Lifehacker" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHRta-H3Jbp6nER2PVXHXgHQDkZaQ&url=http://lifehacker.com/5989261/have-you-ever-been-a-victim-of-identity-theft" "" "tag:news.google.com,2005:cluster=http://lifehacker.com/5989261/have-you-ever-been-a-victim-of-identity-theft" 
"Federal stats: Identity theft of medical records on rise - Newsday (subscription)" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHLm69vbOPKLNIr0SUov011ElXn9Q&url=http://www.newsday.com/news/health/federal-stats-identity-theft-of-medical-records-on-rise-1.4744135" "" "tag:news.google.com,2005:cluster=http://www.newsday.com/news/health/federal-stats-identity-theft-of-medical-records-on-rise-1.4744135" 
"Kniss says she was victim of identity theft - Palo Alto Online" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNE7h3MspvlO89EXe5F45UaM16hFzg&url=http://www.paloaltoonline.com/news/show_story.php?id%3D28842" "" "tag:news.google.com,2005:cluster=http://www.paloaltoonline.com/news/show_story.php?id=28842" 
"Community Shred Day Aims to Stop Identity Theft - WTOK" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEzFSq5g8_itIhzGHuEkK4IIECsdg&url=http://www.wtok.com/news/headlines/Community-Shred-Day-Aims-to-Stop-Identity-Theft-196725601.html" "" "tag:news.google.com,2005:cluster=http://www.wtok.com/news/headlines/Community-Shred-Day-Aims-to-Stop-Identity-Theft-196725601.html" 
"PIN Problems: Fighting identity theft - WAFF" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFSHlKc6oNFGzxmctNHG1KSfYGSxA&url=http://www.waff.com/story/21436229/pin-problems-fighting-identity-theft" "" "tag:news.google.com,2005:cluster=http://www.waff.com/story/21436229/pin-problems-fighting-identity-theft" 
"Crimes Nearby: Police Break Up Identity Theft Ring - Patch.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEh6DxAZQssZNIFdVMb672tFXKLgg&url=http://sachem.patch.com/articles/crimes-nearby-police-break-up-identity-theft-ring-0b0165db" "" "tag:news.google.com,2005:cluster=http://sachem.patch.com/articles/crimes-nearby-police-break-up-identity-theft-ring-0b0165db" 
"Identity theft at all-time high; ordeal for some victims never ends - Fox 31 KDVR.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHWQXL2o0SfF7XQJYqjj1gQc0NQKQ&url=http://kdvr.com/2013/02/25/identity-theft-at-all-time-high-ordeal-for-some-victims-never-ends/" "" "tag:news.google.com,2005:cluster=http://kdvr.com/2013/02/25/identity-theft-at-all-time-high-ordeal-for-some-victims-never-ends/" 
"Member of Hickenlooper's ID theft board falls victim - Colorado Springs Gazette" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFVMokxKYjvH03nb7LHCMr9EJXkJA&url=http://www.gazette.com/news/business-151833-bureau-one.html" "" "tag:news.google.com,2005:cluster=http://www.gazette.com/news/business-151833-bureau-one.html" 
"Jeff Hindenach:  Best Ways to Avoid Identity Theft During Tax Season" "http://www.huffingtonpost.com/jeff-hindenach/taxes-identity-theft-irs_b_2649665.html" "Jeff Hindenach" "http://www.huffingtonpost.com/jeff-hindenach/taxes-identity-theft-irs_b_2649665.html" 
"Miami Man Charged in $12 Million Identity Theft Tax Refund Fraud Scheme ... - Federal Bureau of Investigation (press release)" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNH04W7l8Pq8HUy1_0m9u-TAg-VzBQ&url=http://www.fbi.gov/miami/press-releases/2013/miami-man-charged-in-12-million-identity-theft-tax-refund-fraud-scheme-involving-thousands-of-fraudulently-obtained-u.s.-treasury-checks" "" "tag:news.google.com,2005:cluster=http://www.fbi.gov/miami/press-releases/2013/miami-man-charged-in-12-million-identity-theft-tax-refund-fraud-scheme-involving-thousands-of-fraudulently-obtained-u.s.-treasury-checks" 
"Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHRvEmTz-59pLvkn_4U-B-Wa8yTQQ&url=http://www.whptv.com/news/local/story/Police-arrest-man-for-forgery-identity-theft-for/4Map0LCxfUCK_CJxUT9Kxw.cspx" "" "tag:news.google.com,2005:cluster=http://www.whptv.com/news/local/story/Police-arrest-man-for-forgery-identity-theft-for/4Map0LCxfUCK_CJxUT9Kxw.cspx" 
"Clinic Corruption: Hospital Identity Theft - KUTV Dan Sheldon (blog)" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNF63NJ-7TQ0g0TSXGiEZ6AWUtHytQ&url=http://www.kutv.com/news/top-stories/stories/vid_4077.shtml" "" "tag:news.google.com,2005:cluster=http://www.kutv.com/news/top-stories/stories/vid_4077.shtml" 
"Industry leader in identity theft protection recently falls short - KTVU San Francisco" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHVwrbc3vH5YBX5tNy8dQxJ85PdNQ&url=http://www.ktvu.com/news/news/special-reports/industry-leader-identity-theft-protection-recently/nWf9P/" "" "tag:news.google.com,2005:cluster=http://www.ktvu.com/news/news/special-reports/industry-leader-identity-theft-protection-recently/nWf9P/" 
"Adam Levin:  12.6 Million Reasons Why Identity Theft Matters" "http://www.huffingtonpost.com/adam-levin/126-million-reasons-why-i_b_2788870.html" "Adam Levin" "http://www.huffingtonpost.com/adam-levin/126-million-reasons-why-i_b_2788870.html" 
"Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNH0yq72cn-vdPtEhzhzTfZDe19Drw&url=http://www.timesfreepress.com/news/2013/mar/02/protect-your-child-from-identity-theft/" "" "tag:news.google.com,2005:cluster=http://www.timesfreepress.com/news/2013/mar/02/protect-your-child-from-identity-theft/" 
"Lawyer Insists He's Innocent Of Death Profiteering And Identity Theft, Wants ... - The Consumerist" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHvimTugwtwA4oLDbxHap8S5GXZxA&url=http://consumerist.com/2013/03/04/lawyer-insists-hes-innocent-of-death-profiteering-and-identity-theft-wants-new-trial/" "" "tag:news.google.com,2005:cluster=http://consumerist.com/2013/03/04/lawyer-insists-hes-innocent-of-death-profiteering-and-identity-theft-wants-new-trial/" 
"Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFD6FHqFqAjEhxWsq9GOnOKNbjhow&url=http://westfield.patch.com/articles/police-blotter-dc7e51df" "" "tag:news.google.com,2005:cluster=http://westfield.patch.com/articles/police-blotter-dc7e51df" 
"ID Theft Not Just Fodder For Wacky Comedies, Also Tops FTC's List Of Most ... - The Consumerist" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHe-_BuRyZxn7WbN6mo1OUCTtEXLg&url=http://consumerist.com/2013/02/26/id-theft-not-just-fodder-for-wacky-comedies-also-tops-ftcs-list-of-most-complained-about-issues-of-2012/" "" "tag:news.google.com,2005:cluster=http://consumerist.com/2013/02/26/id-theft-not-just-fodder-for-wacky-comedies-also-tops-ftcs-list-of-most-complained-about-issues-of-2012/" 
"Avoiding identity theft-related tax refund fraud - Plain Dealer" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNH7-7e5h09b5ZTen2aqZflNUmtdWg&url=http://www.cleveland.com/consumeraffairs/index.ssf/2013/02/avoiding_identity_theft-relate.html" "" "tag:news.google.com,2005:cluster=http://www.cleveland.com/consumeraffairs/index.ssf/2013/02/avoiding_identity_theft-relate.html" 
"Michael Gregg:  Why Your Medical Records Are No Longer Safe" "http://www.huffingtonpost.com/michael-gregg/privacy-medical-records_b_2473458.html" "Michael Gregg" "http://www.huffingtonpost.com/michael-gregg/privacy-medical-records_b_2473458.html" 
"Action Line: Minimize the risk of identity theft - Bakersfield Californian" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFJohQQgs-TRKYqu1KuCJHo6UbBcw&url=http://www.bakersfieldcalifornian.com/business/x738925991/Action-Line-Minimize-the-risk-of-identity-theft" "" "tag:news.google.com,2005:cluster=http://www.bakersfieldcalifornian.com/business/x738925991/Action-Line-Minimize-the-risk-of-identity-theft" 
"Representative's wife's files identity theft report - WCYB" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNECbHEC_KmS66IlZXKP_KGu_ibOCg&url=http://www.wcyb.com/news/Representative-s-wife-s-files-identity-theft-report/-/14590844/19143978/-/1445dl2z/-/index.html" "" "tag:news.google.com,2005:cluster=http://www.wcyb.com/news/Representative-s-wife-s-files-identity-theft-report/-/14590844/19143978/-/1445dl2z/-/index.html" 
"Consumer Protection Week Focuses On Identity Theft - " "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFv4Romh8cw9US2S07XNCe_ZhsUpg&url=http://denver.cbslocal.com/2013/03/06/consumer-protection-week-focuses-on-identity-theft/" "" "tag:news.google.com,2005:cluster=http://denver.cbslocal.com/2013/03/06/consumer-protection-week-focuses-on-identity-theft/" 
"Incidence of Identity Theft Hits 3-Year High - Yahoo! News (blog)" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHq38vkramd9NxSwo406KB17qhxaw&url=http://news.yahoo.com/incidence-identity-theft-hits-3-high-175302432.html" "" "tag:news.google.com,2005:cluster=http://news.yahoo.com/incidence-identity-theft-hits-3-high-175302432.html" 
"Letter: Mayoka Warns About Identity Theft - Patch.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEtDAcXfQnKHGVz_rcECnhWPg1uYA&url=http://commack.patch.com/articles/letter-mayoka-warns-about-identity-theft-5d43dfe9" "" "tag:news.google.com,2005:cluster=http://commack.patch.com/articles/letter-mayoka-warns-about-identity-theft-5d43dfe9" 
"2 men accused of identity theft ring on trial - KHON2" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGW8MolfGBm29Vi-l0smvb2ydd9xg&url=http://www.khon2.com/news/local/story/2-men-accused-of-identity-theft-ring-on-trial/0dRtCcLmbUShy50dqPqdWw.cspx" "" "tag:news.google.com,2005:cluster=http://www.khon2.com/news/local/story/2-men-accused-of-identity-theft-ring-on-trial/0dRtCcLmbUShy50dqPqdWw.cspx" 
"Dance studio owner charged with identity theft - 6abc.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHt3xsCl2d803y6a6M7cLrfaknJ6A&url=http://abclocal.go.com/wpvi/story?section%3Dnews/local%26id%3D9015141" "" "tag:news.google.com,2005:cluster=http://abclocal.go.com/wpvi/story?section=news/local&id=9015141" 
"Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft" "http://www.huffingtonpost.com/jeanne-kelly/top-tips-to-protect-your-identity_b_2455930.html" "Jeanne Kelly" "http://www.huffingtonpost.com/jeanne-kelly/top-tips-to-protect-your-identity_b_2455930.html" 
"Free ways to protect against identity theft - CNET" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEEbcepu9d4EmUghxEOrP9R1UO3Xw&url=http://howto.cnet.com/8301-11310_39-57572648-285/free-ways-to-protect-against-identity-theft/" "" "tag:news.google.com,2005:cluster=http://howto.cnet.com/8301-11310_39-57572648-285/free-ways-to-protect-against-identity-theft/" 
"Reality Check: Identity Theft Happens to the Best of Us - BU Quad" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFzJ7cBlwypJu7KX_A_SPvY0XWw2g&url=http://buquad.com/2013/03/06/reality-check-identity-theft-happens-to-the-best-of-us/" "" "tag:news.google.com,2005:cluster=http://buquad.com/2013/03/06/reality-check-identity-theft-happens-to-the-best-of-us/" 
"Adam Levin:  Cybergeddon or Cybersanity? Identity Theft in 2013" "http://www.huffingtonpost.com/adam-levin/cybergeddon-or-cybersanit_b_2365364.html" "Adam Levin" "http://www.huffingtonpost.com/adam-levin/cybergeddon-or-cybersanit_b_2365364.html" 
"One New Identity Theft Victim Every 3 Seconds in 2012 - Fox Business" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEMPdxX7W_9FyBRXRug0g7ae5Voaw&url=http://www.foxbusiness.com/personal-finance/2013/02/20/one-new-identity-theft-victim-every-3-seconds-in-2012/" "" "tag:news.google.com,2005:cluster=http://www.foxbusiness.com/personal-finance/2013/02/20/one-new-identity-theft-victim-every-3-seconds-in-2012/" 
"James Berman:  The Five Steps for Financial Fitness" "http://www.huffingtonpost.com/james-berman/the-5-steps-for-financial_b_2432617.html" "James Berman" "http://www.huffingtonpost.com/james-berman/the-5-steps-for-financial_b_2432617.html" 
"5-year-olds victims of identity theft - The Hill (blog)" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNF8G5OZZeApwSQdQ5_GF28lbLuqbQ&url=http://thehill.com/blogs/pundits-blog/crime/285191-5-year-olds-victims-of-identity-theft" "" "tag:news.google.com,2005:cluster=http://thehill.com/blogs/pundits-blog/crime/285191-5-year-olds-victims-of-identity-theft" 
"The two Miami police officers were arrested Thursday - NBC 6 South Florida" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNG4cgjHBOGaCQz7aEtRzN93aeomUQ&url=http://www.nbcmiami.com/news/local/Two-Miami-Police-Officers-Arrested-in-Identity-Theft-and-Tax-Fraud-Case-Authorities-196024211.html" "" "tag:news.google.com,2005:cluster=http://www.nbcmiami.com/news/local/Two-Miami-Police-Officers-Arrested-in-Identity-Theft-and-Tax-Fraud-Case-Authorities-196024211.html" 
"Man Sentenced in ID Theft - Patch.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEWWOeoEzHP3PLBeVK8HmmS2U-tIQ&url=http://redondobeach.patch.com/articles/man-sentenced-in-id-theft" "" "tag:news.google.com,2005:cluster=http://redondobeach.patch.com/articles/man-sentenced-in-id-theft" 
"NEARBY: Freeport Residents Busted in Identity Theft Scheme - Patch.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHV3VWH0OcVOZeIshG6VWEZxoiGvA&url=http://merrick.patch.com/groups/police-and-fire/p/nearby-freeport-residents-busted-in-identity-theft-scheme" "" "tag:news.google.com,2005:cluster=http://merrick.patch.com/groups/police-and-fire/p/nearby-freeport-residents-busted-in-identity-theft-scheme" 
"Retiree claims ID theft left him with arrest warrants - WFAA" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHa1e7ZEUXD4N6TMu6Ib0RUTM9isg&url=http://www.wfaa.com/news/local/Dallas-man-194426551.html" "" "tag:news.google.com,2005:cluster=http://www.wfaa.com/news/local/Dallas-man-194426551.html" 
"New reports show identity theft increasing - WPXI Pittsburgh" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGLox2PX_97WQ4ivcvFZuhy1wx93w&url=http://www.wpxi.com/news/news/local/new-reports-show-identity-theft-increasing/nWmQB/" "" "tag:news.google.com,2005:cluster=http://www.wpxi.com/news/news/local/new-reports-show-identity-theft-increasing/nWmQB/" 
"Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud" "http://www.huffingtonpost.com/russ-warner/identity-theft_b_2647687.html" "Russ Warner" "http://www.huffingtonpost.com/russ-warner/identity-theft_b_2647687.html" 
"Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone" "http://www.huffingtonpost.com/adam-levin/the-10-dumbest-things-ris_b_2589393.html" "Adam Levin" "http://www.huffingtonpost.com/adam-levin/the-10-dumbest-things-ris_b_2589393.html" 
"Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense" "http://www.huffingtonpost.com/jonathan-rajewski/identity-theft-passwords_b_2648314.html" "Jonathan Rajewski" "http://www.huffingtonpost.com/jonathan-rajewski/identity-theft-passwords_b_2648314.html" 
"Jason Alderman:  Avoiding Tax Refund Identity Fraud" "http://www.huffingtonpost.com/jason-alderman/avoiding-tax-refund-ident_b_2633878.html" "Jason Alderman" "http://www.huffingtonpost.com/jason-alderman/avoiding-tax-refund-ident_b_2633878.html" 
" Bank Card Skimmers Steal Millions" "http://www.huffingtonpost.com/2013/02/03/credit-card-skimming-gas-stations_n_2607197.html" "The Huffington Post News Team" "http://www.huffingtonpost.com/2013/02/03/credit-card-skimming-gas-stations_n_2607197.html" 
"Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEdgGryctEu03n4Ol2fV6BsHKu7fw&url=http://northborough.patch.com/articles/social-security-number-identity-theft-two-car-crash-on-crawford" "" "tag:news.google.com,2005:cluster=http://northborough.patch.com/articles/social-security-number-identity-theft-two-car-crash-on-crawford" 
"Men's Basketball: Identity theft - Observer Online" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNELXRgUidFv4KVqSRw8Nv-uEoe1pA&url=http://www.ndsmcobserver.com/sports/men-s-basketball-identity-theft-1.3002450" "" "tag:news.google.com,2005:cluster=http://www.ndsmcobserver.com/sports/men-s-basketball-identity-theft-1.3002450" 
"Providence man sentenced to 2 years in identity-theft scheme - The Providence Journal" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNF9gv9FSYanVKxjpnmyxHb4uw8ipw&url=http://news.providencejournal.com/breaking-news/2013/03/providence-man-sentenced-to-2-years-in-identity-theft-scheme.html" "" "tag:news.google.com,2005:cluster=http://news.providencejournal.com/breaking-news/2013/03/providence-man-sentenced-to-2-years-in-identity-theft-scheme.html" 
"Identity Theft Problem Growing - KIMT" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHUVMwMKfxMqoNO-sfI8RyhpQWOgg&url=http://www.kimt.com/content/localnews/iowanews/story/Identity-Theft-Problem-Growing/I9LeEZogW0K0aIFWO1J6Ww.cspx" "" "tag:news.google.com,2005:cluster=http://www.kimt.com/content/localnews/iowanews/story/Identity-Theft-Problem-Growing/I9LeEZogW0K0aIFWO1J6Ww.cspx" 
"Identity theft prevention March 7 at Sherrard Library - Quad-Cities Online" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNE0iDUlAuagHpqIbIP0mssNp75PQg&url=http://qconline.com/archives/qco/display.php?id%3D629020" "" "tag:news.google.com,2005:cluster=http://qconline.com/archives/qco/display.php?id=629020" 
" Identity Thieves Just Love Apple" "http://www.huffingtonpost.com/2013/01/07/apple-products-identity-theft_n_2424245.html" "The Huffington Post News Team" "http://www.huffingtonpost.com/2013/01/07/apple-products-identity-theft_n_2424245.html" 
"Protection Against Identity Theft - KIMT" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNF1zBuEUpw_F1HUM5c7yG3XTb9hDw&url=http://www.kimt.com/content/localnews/iowanews/story/Protection-Against-Identity-Theft/1tLP5N-jIEeurqq1as5q0g.cspx" "" "tag:news.google.com,2005:cluster=http://www.kimt.com/content/localnews/iowanews/story/Protection-Against-Identity-Theft/1tLP5N-jIEeurqq1as5q0g.cspx" 
"Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGZmvfiqDnyqteB0G4eKxB67wdtpw&url=http://www.phillyburbs.com/news/local/courier_times_news/former-lower-south-man-facing-identity-theft-charges-here-now/article_c9af949b-d80f-572f-86e0-80cf1aad1251.html" "" "tag:news.google.com,2005:cluster=http://www.phillyburbs.com/news/local/courier_times_news/former-lower-south-man-facing-identity-theft-charges-here-now/article_c9af949b-d80f-572f-86e0-80cf1aad1251.html" 
"Week in Review: Identity Theft; Pot Charges on I-77; and Effects of Sequester ... - Patch.com" "http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGir8rK_0hHh26hdX9xLME8hIA0YQ&url=http://brecksville.patch.com/articles/week-in-review-identity-theft-pot-charges-on-i-77-and-effects-of-sequester-to-hit-brecksville" "" "tag:news.google.com,2005:cluster=http://brecksville.patch.com/articles/week-in-review-identity-theft-pot-charges-on-i-77-and-effects-of-sequester-to-hit-brecksville" 
"Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime" "http://www.huffingtonpost.com/robert-siciliano/skimming-identity-theft-a_b_2345275.html" "Robert Siciliano" "http://www.huffingtonpost.com/robert-siciliano/skimming-identity-theft-a_b_2345275.html" 
